City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Forecast
229,Gizo,SB,2021-04-04 16:59:53,-8.103,156.8419,82.15,76,100,2.89,moderate rain
230,Cumberland,US,2021-04-04 16:59:53,35.0502,-78.8664,69.8,27,1,8.05,clear sky
231,Rawah,IQ,2021-04-04 16:59:54,34.4816,41.9093,68.85,31,1,5.91,clear sky
232,Brasy,CZ,2021-04-04 16:59:54,49.837,13.5783,52.0,69,60,2.21,broken clouds
233,Ust-Karsk,RU,2021-04-04 16:59:54,52.7011,118.8077,32.09,94,100,3.09,light snow
234,Port Elizabeth,ZA,2021-04-04 16:59:54,-33.918,25.5701,66.2,82,20,25.32,few clouds
235,Rabaul,PG,2021-04-04 16:59:55,-4.1967,152.1721,78.84,79,99,3.62,light rain
236,Half Moon Bay,US,2021-04-04 16:59:55,37.4636,-122.4286,55.99,66,90,6.91,overcast clouds
237,Tezu,IN,2021-04-04 16:59:56,27.9167,96.1667,72.43,32,31,5.75,scattered clouds
238,San Patricio,US,2021-04-04 16:59:56,28.017,-97.5169,78.01,68,90,10.36,overcast clouds
239,Pinega,RU,2021-04-04 16:59:56,64.7001,43.3936,32.31,85,100,10.18,overcast clouds
240,Daru,PG,2021-04-04 16:59:56,-9.0763,143.2092,76.51,91,79,6.91,broken clouds
241,Stornoway,GB,2021-04-04 16:59:57,58.2093,-6.3865,43.0,81,75,29.93,broken clouds
242,Fortuna,US,2021-04-04 16:55:05,40.5982,-124.1573,51.01,87,90,4.61,overcast clouds
243,Tautira,PF,2021-04-04 16:59:57,-17.7333,-149.15,77.0,88,75,5.75,light rain
244,Kurdzhinovo,RU,2021-04-04 16:59:57,43.9884,40.9552,46.6,73,99,6.29,light rain
245,Severo-Yeniseyskiy,RU,2021-04-04 16:59:58,60.3725,93.0408,29.7,97,100,6.58,overcast clouds
246,Klaksvik,FO,2021-04-04 16:57:58,62.2266,-6.589,23.0,58,75,41.43,light snow
247,Lanxi,CN,2021-04-04 16:58:21,29.2195,119.477,51.58,82,88,5.03,overcast clouds
248,Estelle,US,2021-04-04 16:59:58,29.8458,-90.1067,70.0,63,1,9.22,clear sky
249,Khatanga,RU,2021-04-04 16:59:59,71.9667,102.5,-16.08,91,10,6.33,clear sky
250,Tuxpan,MX,2021-04-04 16:59:59,19.55,-103.4,78.8,38,40,3.67,scattered clouds
251,Dunedin,NZ,2021-04-04 17:00:00,-45.8742,170.5036,54.0,89,38,5.99,scattered clouds
252,Kramat,ID,2021-04-04 17:00:00,-8.1311,113.4499,74.7,91,100,2.01,overcast clouds
253,Haines Junction,CA,2021-04-04 17:00:00,60.7522,-137.5108,14.0,79,100,3.44,overcast clouds
254,Zima,RU,2021-04-04 17:00:00,53.9202,102.0442,30.87,99,100,3.78,light snow
255,Jilib,SO,2021-04-04 17:00:01,0.4883,42.7854,78.49,82,100,4.83,moderate rain
256,Estacion Coahuila,MX,2021-04-04 17:00:02,32.1939,-115.0017,78.8,14,1,2.48,clear sky
